"tract","oi_16","d_crime","d_educ","d_employ","d_env","d_health","d_trans","d_house"
39001770100,46.1297641003757,0.393675868066138,-0.377165241179049,-0.413532031788422,-3.36016730342905,-0.736962981654723,-1.91322760424167,-0.0724890385741799
39001770200,51.1687144218828,0.503235290170832,-0.305498218959858,-0.506003831142294,-2.94497787818034,-0.52305187036766,-1.5930073983212,0.285480940470237
39001770300,61.6093631898347,0.482686082559961,-0.378756697693166,-0.201719131355562,-0.773724985083759,-0.180938506112389,-2.46988212281673,0.150181811455732
39001770400,59.4225624183126,0.331915804207498,-0.253957757797352,-0.931238081025431,0.495270254177556,-1.15599757415172,-0.622627694441225,-1.03169110224703
39001770500,50.7158515979025,0.49924615292805,-0.565197446872656,-0.513793657528606,-2.84051055510842,-0.371326034562708,-1.74072946594173,0.204098883558381
39001770600,58.6180762486425,0.265539303983685,-0.231491865276359,-0.607107537308556,-1.39858188570661,0.0648539527106388,-1.82125826254976,-0.154443988894902
39003010100,90.3582029828009,0.691691827435466,1.30201978160919,0.282901197375602,-0.00163382388803454,0.551727419671126,0.861621715537905,-0.449251644574059
39003010200,92.1668027369347,0.688535068107342,0.617660933721475,0.465787903091285,-0.265709762908735,0.88932325458695,1.25879373997356,0.0888993016141821
39003010300,86.3744760213892,0.664911797923559,0.254814141687609,0.506503778237175,-1.51674429660723,1.96972841943986,0.94013623914165,0.477784495306422
39003010600,79.9675778302913,0.574560832583392,0.383111454251415,0.458408007843395,-1.62092425213434,0.651271994270936,0.146883166860531,-0.128775223814816
39003010800,94.2866250569415,0.62238098407046,0.51685620759521,0.913566512783772,-0.131431871251174,2.01818789157197,0.935769624898726,0.387866504858811
39003010900,87.6580812684431,0.631283074626867,0.271068346946808,-0.277803424446506,0.278198924469021,0.420069535970908,0.848027390102584,-0.0877220971034191
39003011000,74.4244818660543,0.598131891859903,-0.191743161595153,-0.10887533857263,-0.249886968563747,-0.436121374793281,0.432127424077332,-0.699759551392164
39003011200,74.4182083376724,0.692823085166873,-0.400685799405233,0.522791694569153,-0.915577356922337,-0.799403182561789,0.216967393442143,-0.112043523245472
39003011300,90.6337539183376,0.69248488843339,0.669642859305369,0.410628417744435,-0.195593378888166,0.114811488975286,0.897269378978609,0.215385370706158
39003011400,84.7529014982086,0.689782360848041,0.236712020750541,0.589427626283589,-2.08641361796156,1.99350607419,0.922272886052435,0.715160323459383
39003011500,77.6330670283982,0.689505625348281,0.209174181944122,0.000543675680585697,-2.38374936280446,1.1894851529989,0.38095704319414,0.315029739940804
39003011600,76.584925702374,0.599734081360171,-0.21222090038634,0.000598622680665769,-0.957290747563777,1.96108080221478,0.594465319978533,-0.786715336921979
39003011800,94.1280586741337,0.202257337254327,1.26384548422716,0.579406781222292,0.800422177098261,0.258209902856937,1.44383798480659,0.594534700687621
