"tract","oi_18","d_crime","d_educ","d_employ","d_env","d_health","d_trans","d_house"
39001770100,53.2643974277546,0.298856552855121,0.224504575020619,-0.19973448002179,-3.33473414455461,-0.308038292458632,-1.63571008394328,-0.0662138768280014
39001770200,65.528302329252,0.401345205258181,-0.200830213964394,0.323607433964616,-2.92333915042517,0.463914145394279,-0.764223148090862,0.388949727288728
39001770300,69.2385179080403,0.40605664882409,-0.389550092486997,1.00540048685169,-0.766762683519443,0.238454627049074,-3.49265088444212,0.431071179481925
39001770400,70.0411464759349,0.228596180946943,-0.115865384928815,0.271530964554471,0.499250538447496,-1.52009676297479,-0.430724472337107,-0.0771096962730475
39001770500,52.9929658812135,0.377064103337134,-0.595839959472675,0.2397496575642,-2.8241820543644,-0.0707681511253963,-2.64034596157965,-0.0572714843386137
39001770600,61.5447849324458,0.189348709213377,-0.420246032847031,0.619767978396593,-1.38333388608383,-0.643002332726555,-1.72663141026037,0.191122507052319
39003010100,82.313269730598,0.53812082176601,0.925046071293439,0.993658987117722,-0.00283363416214504,-1.61283111608704,0.543295796045992,0.156676292403049
39003010200,92.564770223445,0.535121373358379,0.654372227383398,0.612231824792291,-0.268265800904014,0.466764453724995,0.96095313268657,0.0750418917448935
39003010300,83.4602249630377,0.439985631422889,-0.360246225220224,0.409891336880252,-1.51210022626057,0.721336116102843,0.9529329112074,0.611392797523064
39003010600,81.1371173715507,0.507176011454662,0.399603604834396,0.293523407109791,-1.61329171217696,0.47996514599596,0.0869809335946938,0.240972246731514
39003010800,93.6353342559131,0.518175821837293,0.147520864325032,0.465815397364936,-0.133210178370387,1.08885962152277,0.904022999699857,0.655805789684757
39003010900,77.6589766639706,0.222963780480501,-0.247485488922865,-0.414968639620488,0.280226175783524,-0.506584073371686,0.555084396850472,-0.0385701153033403
39003011000,77.5066685449822,0.510855395073554,-0.600942576377003,-0.0420198134108163,-0.249131566974499,-0.426617409119405,0.882167963443382,-0.359775296851472
39003011200,73.8782974761344,0.627917161160823,-0.433849861766685,0.040674897330705,-0.918330693511939,0.215750256766838,0.813664521235529,-1.20037676449594
39003011300,92.7092272146115,0.539565677736442,0.577171498361488,0.443613912098351,-0.198253908973719,0.451089363830119,0.619627012118988,0.412924738129825
39003011400,86.5502340665087,0.625017516969407,0.481934594340643,0.682240723145954,-2.0800003419719,0.916828135989276,0.757415730826675,0.733312756972751
39003011500,80.1448074465376,0.542485892244861,0.693893680408587,0.573565951100317,-2.37327464707097,0.198699564931108,0.190996039971697,0.389760390911683
39003011600,77.9931319532182,0.522301441673715,-0.59673345384255,-0.0274941433538672,-0.953948190025482,0.526303311604065,0.798305406912196,-0.421958372959093
39003011800,90.4000390800802,0.280450358653199,0.324076208511248,0.183261038329508,0.799354009016639,-0.0419431554313718,0.715898760236196,0.605807139046766
39003011900,83.4111451916222,0.15633749059344,0.36765431617063,-0.251016915960003,-0.0794508041700533,-0.0389837424433052,0.901836696312198,0.293120739842578
39003012000,91.7550179700696,0.429528053995773,0.83544049636602,0.443394278634475,-0.616307569049834,0.396401790401577,1.11813566188875,1.42258431597912
39003012100,83.4179430931573,0.426099106795392,0.651527321301507,0.168377777317297,-0.925323850215205,-0.0614159927505114,0.770626357566528,0.24059756276312
39003012200,73.9611164063701,0.627917161160823,-1.20802728929475,-0.138823281154036,-0.786114917545972,1.04121439852948,1.40851789322319,-1.01834531274581
39003012300,78.0357437950798,0.542812053121182,-1.15786915178015,-0.168006032121571,-0.430263050896864,0.532736159509398,1.47147637458905,-0.592395738794951
39003012400,68.4302652180326,0.539969144514047,-1.20802728929475,-0.554415278869909,0.156621137351181,-0.13918800924639,0.16446817386568,-1.35778175411658
39003012600,67.6329348544931,0.627917161160823,-0.919358109802977,-0.475583887543513,0.139164751682157,-1.62989638922235,1.21581148870177,-0.704664328927063
39003012700,57.9415829220477,0.627917161160823,-1.49076488705007,-1.40046127649237,-0.262413897747303,-0.343615765788604,-0.485362930223712,-1.01922650185902
39003012900,64.107591650703,0.543616471846263,-0.897304257742994,-0.841445316466711,-0.173442633843765,0.782329679955092,-0.841493083430628,-1.34912805911191
39003013000,73.7418318609011,0.627058809321783,-0.650058412644679,-0.134578129762739,0.156287751567458,-0.991007673796054,0.336604398284457,-0.482751967069935
39003013100,83.1636321401711,0.541636556597443,-0.635581398355747,0.312069542711883,-0.178252390680343,0.014332931105879,1.90069135705042,-0.468483911541465
39003013200,73.9076341744541,0.627917161160823,-0.437735407779142,-0.445832951850182,-0.661676170455318,-0.375815691542621,1.16598206002373,-0.633016006573277
39003013300,67.0581897372002,0.624278584328484,-0.811248356058416,-0.648050882411697,-0.10078823908004,-0.904904663257475,0.797904418843943,-1.15806820695729
39003013400,57.3569243259977,0.627917161160823,-1.35238502745787,-1.59819283044383,-0.0173679699120083,-0.864368550505445,-0.463046059291272,-0.816211988848877
39003013600,63.9529343775545,0.627917161160823,-1.09817360874307,-1.31683487616323,0.44394169173441,-0.47694286677391,0.0752150540624253,-1.45132149832954
39003013700,52.9831713261842,0.627917161160823,-1.14833174765022,-1.42130691978758,-0.101049048035885,-0.495104062110248,-1.6352861403629,-1.11491025205129
39003013800,68.0125297302936,0.612346130074066,-0.81538185736629,-1.37363036845075,0.473090246142614,-0.318571373052262,0.830463943362255,-1.53698952161495
39003013900,88.2983736545245,0.541274499611134,0.0501978552450944,0.311459269527338,0.29136914869819,0.218449347010228,0.556915394531361,-0.402265687602893
39003014000,83.7599824797744,0.542169851913679,0.160939065859906,0.363288015995366,-0.410887453324025,-0.484358817208641,0.91652046906133,-0.049187429696315
39003014100,60.6520614504993,0.459471682361648,-1.57412595536096,-1.07914241501446,1.76618933651694,-0.712756768090786,1.90586316533463,-2.14616352628361
39005970100,69.5832709323769,0.422830041335593,0.0597974494228685,0.101608895034046,-2.14176160481612,0.625265511857035,-1.09860741805531,0.634605501199312
39005970200,66.5076238321219,0.386449235671928,0.00512808184950587,0.160412521509367,-2.03657338562938,0.85673743456555,-1.12799918228813,-0.321324047321469
39005970300,85.9456923525677,0.0733552110821193,0.357829012739989,0.309938713897712,0.20892979709376,0.760326758368008,0.372946970008765,-0.301833399662109
39005970400,70.8836974869127,-1.35892494524057,-0.335324353474954,0.076036146943273,0.354846980262122,-0.270452619856959,0.353461158997242,-0.18739884704692
39005970500,67.0786226769313,-0.277759542555732,-0.112399292748498,-0.380842877353836,1.49264117279312,-1.17924302075965,1.06545309896593,-1.08587177211623
39005970600,87.6884413949035,0.299834136752874,0.903463171087475,0.252673719282931,0.449909228091751,-0.172268198781397,0.573735898250861,-0.163163006728647
39005970700,81.9898859795524,0.319637718206953,0.481494138016252,0.526866025889182,0.292137522520796,-1.1321226982532,0.457590610706475,0.107303246744474
39005970800,77.1268885516738,-0.133693278708101,0.0782981663519491,0.376005808921647,0.534964941081513,-1.43475085797112,0.878669609762648,0.290482891123828
39005970900,76.1476302222014,0.437879378593938,0.204777287199525,0.290917351407801,-2.33046438934544,0.810825177199575,-0.175674756250367,0.50713029804957
39005971000,75.196147196721,0.27506132720484,0.445147489787949,0.3315392765161,-1.98584810780691,0.52840137600185,-0.384115845343521,0.361414705286457
39005971100,60.0145512853253,-0.152254437042951,0.324529422018476,0.245590194122039,-2.40943214161488,-0.784148967239172,-0.0985025352085322,-0.407120428820816
39007000101,77.1866125039754,0.244860189244117,-0.573976915096582,1.39568978488951,0.40910172042876,-0.7221351699998,0.27087064792713,-0.687986605153821
