"tract","coi_14","d_family_stability","d_infant_health","d_childrens_health","d_housing","d_access","d_education","d_environment","d_crime"
39001770100,79.5584764587406,0.335571354517004,0.168430760720989,0.423323270943897,-0.0657484203671508,-0.950216236803851,-0.380329536616904,2.08217974073691,0.392617637665134
39001770200,78.6951710775174,0.309014349175766,-0.798131057760909,0.846712784513631,-0.573890456733624,-0.331189741421663,-0.0936549594496459,1.97073086566665,0.502345554467489
39001770300,81.1603790351107,0.713684046979833,-0.149609719094416,0.364165064405819,-0.0922954728357251,-0.47787063382732,-0.51050044802042,2.07010070614695,0.481748873526719
39001770400,78.6587929567155,-0.366201306099847,-0.12210929108712,0.333042205569626,-0.109775305413905,-0.0753196287719764,-0.382502059495218,2.08575035980711,0.330720369678319
39001770500,67.7815779651287,0.23633197541624,-0.836024855100209,0.376960771635794,-1.380890187472,-1.05530236157952,-0.729327741413285,2.26391864884949,0.498331428956727
39001770600,67.8955696340593,0.308525944359859,-0.878776671228333,-0.423836903010442,-0.260025731230541,-0.388041283250942,-1.32213678698179,2.1691920968833,0.264290922288234
39003010100,94.4834433349415,1.29478319499741,0.925454248935549,0.307252694435987,0.972856218326227,-0.649229556504604,0.804123486173848,1.11061987484662,0.691050830705742
39003010200,92.0445299691806,1.13651405629102,0.523120904922141,1.29282586972649,1.05073269467542,-1.10408123399187,0.459693634702423,1.54284174010782,0.687891506842927
39003010300,93.5051265347372,1.70457425209906,0.515939053784649,1.56708710674297,-0.505863427049034,0.0531758703883274,1.05183637127829,1.42771348797771,0.664243210572693
39003010600,86.2018006473532,0.829135075933665,0.957593739577424,0.878972875068583,0.328199254067942,-1.51109410194604,0.39824421270801,1.3833054536801,0.573768331151574
39003010800,93.5652494447395,1.33781797403968,0.239829454518774,0.682668755936983,1.01794393918208,0.104932363472242,0.331451079181411,0.652204196642898,0.621656102257143
39003010900,94.8521764551986,0.626752264032843,0.881237606970504,1.23379358303555,0.59122000422553,0.378637830503348,0.769382649411277,-0.184998725379991,0.630566411601773
39003011000,87.5187685273011,0.460722876316815,0.539616870990718,0.558142212934204,-0.029861861506901,0.601855055160159,-0.104796617325742,0.016284694851769,0.59735469641685
39003011200,84.7901903994181,0.77806735692071,1.06923848439287,0.410380200239343,-0.651317817953794,0.721433709620916,-0.793542445340876,0.264893036073805,0.692182827629208
39003011300,91.7640034828659,0.85226990944476,0.112608782905676,0.675932804177563,0.584168514661698,-0.0098467682314201,0.214582947284121,0.889649485950449,0.691844125296628
