"tract","coi_17","d_family_stability","d_infant_health","d_childrens_health","d_housing","d_access","d_education","d_environment","d_crime"
39001770100,73.4061371548254,-0.024409815347697,-0.330396065753593,-0.0685172964081,-0.431443883206864,-0.744375862666475,-0.479563451882068,2.47806424703704,0.334263155944329
39001770200,84.7006168292328,0.407769027329261,-0.04229381197784,0.626751355636923,-0.422159007584909,-0.197765922005486,-0.0353474618954271,2.31720947117116,0.437978796492084
39001770300,71.4125102225901,0.58057683731951,-1.20745108138959,0.0707074661937323,0.418627005281894,-0.41526222926788,-1.68028433699648,2.44298225839911,0.442746635519964
39001770400,62.3987544847556,-0.68948005452986,-1.46431905282495,-0.263857961407351,-0.808909749369509,-0.293256473643672,-0.544640342038218,2.47022431695573,0.263161636022907
39001770500,69.24432121971,0.405354084652745,-1.65490534719115,0.495375441917924,-0.218094392071007,-0.777216342902087,-0.700255431534475,2.67855298602181,0.413407006907159
39001770600,68.0141693953943,-0.226161029208927,-1.814647699473,-0.226559119738514,0.289199826670216,-0.273952918443389,-0.243398657330196,2.5080216625172,0.223444301241521
39003010100,88.3411786946596,0.92385885595189,1.91132080597696,-0.390377164090309,0.999830878317877,-0.606818445264976,-0.121152935259166,0.43373555772864,0.576391855112372
39003010200,89.2082352869095,0.786259654717676,-0.255777432662417,0.0910905187377774,0.567505264411297,-0.406817175406764,0.580261708639849,0.813268615576501,0.573356500685141
39003010300,93.3008947454883,1.56916513357612,-0.143811633329561,0.615055872672349,0.0573085017369768,0.659273892534323,0.683538495499511,0.616772316964592,0.47708182019592
39003010600,86.3741804117992,0.397629121795611,0.433300991393012,0.254412069957017,0.448939914838766,-0.758599944988308,0.048792433673877,0.518563694822718,0.545076589793265
39003010800,93.501672319556,0.535066888330036,-0.265921344545394,0.515087916705751,1.17046982204759,0.514861002962812,0.746163693961162,-0.1681518932658,0.556208086164169
39003010900,85.0393910832302,1.07904942911918,0.786590896345424,-0.175430130647011,0.0148253158294687,1.04425082378134,0.877919363342281,-0.981270933643454,0.257461790031402
39003011000,85.93648459205,0.00610183180522146,0.0914194264817928,0.183020722462802,0.372947193353456,1.17543316803643,0.564487814151854,-0.820842471018529,0.548800009973624
39003011200,79.766580423023,0.49949455615478,0.543374754248287,0.19720008050446,-0.920396008240153,1.14016431838154,0.147018627958487,-0.501017125128029,2.85591975551192e-17
39003011300,88.4600846772802,0.298855108524728,0.0599738912147882,0.445685626713063,0.452000951859462,0.979749678944345,-0.429890832974064,0.167929375323504,0.577854012351969
39003011400,92.8762918754676,1.39536876832404,0.674509617391018,0.435733561203299,1.17401968550725,-0.286903118558558,0.756104474966386,0.857447913854744,2.85591975551192e-17
39003011500,77.9333677869431,0.805810301121011,-0.364845712164135,0.0680308097791449,-0.752900410474156,-1.12812916163128,0.215996897552531,0.97231541940055,0.580809185460154
39003011600,89.5504982271329,0.459477934035197,0.502531837562016,-0.299155131041252,0.021197679918486,0.578333342814673,0.501318489853727,0.569577611626981,0.560383084368567
39003011800,71.4952477059027,0.48670398947208,-0.725938448460664,0.489209431673399,0.6398135636948,1.07933258602568,-0.639973711125538,-1.45183208763895,0.315636603417504
39003011900,69.3688649905569,0.132136628678441,-0.108898369604908,-0.567518769250645,0.0155352127373255,1.0052746516376,0.103957658416546,-1.38440001393434,0.190037893166837
39003012000,77.5893145239347,0.535476252055464,0.36815144674898,-0.109809420055588,1.10592430604385,0.653409875845769,0.681475547049833,-1.98331070724524,0.466499032960368
39003012100,94.1905779850713,1.25113384526161,0.543810213848685,-0.0234514259884927,1.0648543323258,0.961053788050924,0.425036773831295,-0.288790446992509,0.463029027876488
39003012200,66.0000938006855,-0.140331490140364,0.31509675950458,-0.0138895303703142,0.45258792476771,1.24807863539986,-1.84643948571381,-1.20713097259763,2.85591975551192e-17
39003012300,80.2608320180693,-0.0876345040325424,-0.782631751626944,0.521524172666515,0.157729579069809,1.56981433826103,0.184279663647491,-0.860083461730834,0.581139246975593
39003012400,69.8368828958645,-0.292422097432398,-0.902172072232953,0.154912387320823,-0.625734721507419,1.47019061877991,-0.440399044505421,-0.942261704728575,0.57826231013479
39003012600,61.710484515911,-0.540255715093243,-1.54764581763635,-0.511466151857815,-0.205411513724467,0.68027889643758,0.430992877636591,-0.865914183828204,2.85591975551192e-17
39003012700,57.5997946845166,-1.55469814787972,0.284915101927461,-0.254477482822786,-1.10708699540004,1.52694922656716,-1.61713418032818,-0.626888294115034,2.85591975551192e-17
39003012900,67.6904798783881,-0.485626826944635,0.22792552500484,0.251842872802157,-1.62292217560808,1.126288667163,-1.92948179181785,-0.395468508234253,0.581953298914511
39003013000,69.429651297476,-0.286122149687713,-0.569980575125357,0.250016604588042,-0.286833028912497,1.43921205968127,-0.344769604065462,-0.909484024825312,2.85591975551192e-17
